MSSubClass,MSZoning,Neighborhood,OverallQual,OverallCond,YearRemodAdd,RoofStyle,Exterior1st,BsmtQual,BsmtExposure,BsmtFinSF1,TotalBsmtSF,HeatingQC,CentralAir,1stFlrSF,GrLivArea,KitchenQual,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageCond,PavedDrive,SaleCondition
0.0,0.75,0.9545454545454546,0.8888888888888888,0.5,0.016393442622950817,1.0,0.9,1.0,0.75,0.021238938053097345,0.5683094198378041,1.0,1.0,0.7493294980517566,0.6441075530879843,0.6666666666666666,0.3333333333333333,0.8,0.8,0.3333333333333333,0.75,1.0,1.0,1.0
0.0,0.75,0.3636363636363637,0.4444444444444445,0.5,0.7868852459016394,1.0,0.30000000000000004,0.5,0.25,0.0,0.27885215221459764,0.75,0.0,0.4340201670075454,0.3730744198498903,0.3333333333333333,0.0,0.2,0.4,0.3333333333333333,0.25,1.0,1.0,0.75
0.058823529411764684,0.75,0.7272727272727273,0.4444444444444445,0.75,0.06557377049180327,0.0,0.2,0.75,0.25,0.3154867256637168,0.2732376793512165,1.0,1.0,0.4672519424352704,0.4016397407283199,0.3333333333333333,0.0,0.2,0.4,0.3333333333333333,0.5,1.0,1.0,0.75
0.0,0.75,0.4090909090909091,0.7777777777777777,0.5,0.11475409836065575,1.0,0.9,0.75,0.25,0.5389380530973451,0.4890829694323144,1.0,1.0,0.7144665331917093,0.6141400967850079,0.6666666666666666,0.6666666666666666,0.8,0.8,0.6666666666666666,0.75,1.0,1.0,0.75
0.0,0.75,0.6818181818181819,0.6666666666666665,0.5,0.0819672131147541,0.0,1.0,0.75,0.25,0.0,0.4806612601372427,1.0,1.0,0.6740406968197061,0.5793909155305581,0.6666666666666666,0.3333333333333333,0.6000000000000001,0.8,0.6666666666666666,0.75,1.0,1.0,0.75
0.0,1.0,0.8181818181818182,0.6666666666666665,0.5,0.0819672131147541,0.0,1.0,0.75,0.25,0.18141592920353986,0.3808484092326887,1.0,1.0,0.5714338123447162,0.4911922399666042,0.6666666666666666,0.0,0.2,0.8,0.6666666666666666,0.5,1.0,1.0,0.75
0.0,0.75,0.3636363636363637,0.5555555555555556,0.5,0.6885245901639345,0.0,0.2,0.5,0.25,0.2845132743362832,0.3393636930754835,1.0,1.0,0.6071349726766293,0.5218801911063609,0.3333333333333333,0.3333333333333333,0.6000000000000001,0.8,0.6666666666666666,0.5,1.0,1.0,0.0
0.8235294117647058,1.0,0.8181818181818182,0.6666666666666665,0.5,0.19672131147540986,1.0,0.30000000000000004,0.75,0.25,0.2672566371681416,0.21709295071740486,1.0,1.0,0.3236570860415813,0.5473356963744123,0.6666666666666666,0.0,0.2,0.4,0.3333333333333333,0.5,1.0,1.0,0.75
0.9411764705882352,0.25,0.045454545454545456,0.3333333333333333,0.5,0.6065573770491803,0.0,0.9,0.75,1.0,0.20442477876106194,0.14410480349344978,0.5,1.0,0.20020490067605712,0.4109579934473344,0.3333333333333333,0.0,0.2,1.0,0.3333333333333333,0.25,1.0,1.0,0.75
0.17647058823529413,0.25,0.18181818181818185,0.5555555555555556,0.625,0.9508196721311476,0.0,0.2,0.5,0.25,0.16592920353982302,0.2292576419213974,1.0,1.0,0.421517219235604,0.4902600791479452,0.3333333333333333,0.3333333333333333,0.8,0.4,0.3333333333333333,0.5,1.0,1.0,0.75
0.2352941176470588,0.75,0.13636363636363635,0.6666666666666665,0.5,0.0819672131147541,0.0,1.0,0.75,0.25,0.0,0.23268870867124145,1.0,1.0,0.3624358664893883,0.6066633430058577,0.6666666666666666,0.3333333333333333,0.8,1.0,1.0,0.5,1.0,1.0,0.75
0.588235294117647,0.75,0.9545454545454546,0.5555555555555556,0.5,0.032786885245901634,0.0,1.0,0.75,0.75,0.008849557522123894,0.4248284466625078,1.0,1.0,0.6196088702556173,0.5326024857283684,0.6666666666666666,0.3333333333333333,0.8,0.8,0.6666666666666666,0.5,1.0,1.0,0.75
0.2352941176470588,0.75,0.3636363636363637,0.5555555555555556,0.5,0.7377049180327869,0.0,0.30000000000000004,0.5,0.25,0.0,0.23580786026200876,0.5,1.0,0.5053418480765584,0.6463808923303342,0.3333333333333333,0.3333333333333333,0.6000000000000001,0.8,0.3333333333333333,0.5,1.0,1.0,0.75
0.0,0.75,0.3636363636363637,0.5555555555555556,0.5,0.8688524590163935,1.0,0.2,0.5,0.25,0.0,0.4263880224578915,1.0,1.0,0.6237964918355274,0.5362020753563055,0.3333333333333333,0.3333333333333333,0.6000000000000001,0.8,0.3333333333333333,0.5,1.0,1.0,0.75
0.0,0.25,0.2272727272727273,0.4444444444444445,0.75,0.06557377049180327,0.0,0.30000000000000004,0.5,0.25,0.06371681415929202,0.2882096069868996,1.0,1.0,0.5341588535636639,0.4591514854596186,0.6666666666666666,0.0,0.2,0.8,0.3333333333333333,0.5,1.0,1.0,0.75
0.3529411764705882,0.75,0.4545454545454546,0.4444444444444445,0.75,0.4918032786885246,0.0,0.7000000000000001,0.75,1.0,0.3008849557522124,0.4242046163443544,1.0,1.0,0.6417020455475213,0.5515933050064175,0.6666666666666666,0.3333333333333333,0.6000000000000001,0.8,0.3333333333333333,0.5,1.0,1.0,0.75
0.2352941176470588,0.75,0.5909090909090909,0.6666666666666665,0.5,0.016393442622950817,1.0,1.0,0.75,0.75,0.0,0.22707423580786024,1.0,1.0,0.34347275406057154,0.5578913422068683,0.6666666666666666,0.3333333333333333,0.8,0.8,1.0,0.5,1.0,1.0,1.0
0.3529411764705882,0.75,0.4090909090909091,0.6666666666666665,0.5,0.3114754098360656,0.0,0.5,0.75,0.75,0.27035398230088503,0.3705552089831566,1.0,1.0,0.5699872995211317,0.4899488485910726,0.6666666666666666,0.0,0.2,0.8,0.3333333333333333,0.5,1.0,1.0,0.75
0.0,0.75,0.3636363636363637,0.4444444444444445,0.75,0.9344262295081968,1.0,0.2,0.0,0.0,0.0,0.0,0.5,1.0,0.5007037677377912,0.4303942117560245,0.3333333333333333,0.0,0.2,0.4,0.3333333333333333,0.5,1.0,1.0,0.75
0.8235294117647058,1.0,0.8181818181818182,0.5555555555555556,0.5,0.016393442622950817,0.0,1.0,0.75,0.75,0.13008849557522126,0.19089207735495944,1.0,1.0,0.26695940924893424,0.492122113271753,0.6666666666666666,0.0,0.2,0.4,0.6666666666666666,0.5,1.0,1.0,1.0
0.17647058823529413,0.25,0.2272727272727273,0.6666666666666665,0.5,0.9672131147540984,0.0,0.8,0.5,0.25,0.0,0.2969432314410481,0.75,1.0,0.4930073171713905,0.6327453182444761,0.3333333333333333,0.6666666666666666,0.6000000000000001,0.4,0.3333333333333333,0.5,1.0,1.0,0.0
0.17647058823529413,0.75,0.13636363636363635,0.4444444444444445,0.875,0.9672131147540984,0.0,0.30000000000000004,0.5,0.25,0.10663716814159292,0.2685589519650655,1.0,1.0,0.4658779432321829,0.5339909928946853,0.3333333333333333,0.0,0.2,0.4,0.3333333333333333,0.25,1.0,1.0,0.75
0.17647058823529413,0.25,0.0,0.4444444444444445,0.625,0.19672131147540986,0.0,0.2,0.5,0.25,0.0,0.2504678727386151,1.0,1.0,0.3866972012011592,0.5320456550893105,0.6666666666666666,0.0,0.2,0.4,0.3333333333333333,0.25,1.0,1.0,0.75
0.588235294117647,0.25,0.6818181818181819,0.5555555555555556,0.5,0.0819672131147541,0.0,1.0,0.75,0.75,0.3084070796460177,0.264504054897068,1.0,1.0,0.4107335572981801,0.3530577499621952,0.6666666666666666,0.3333333333333333,0.6000000000000001,0.8,0.6666666666666666,0.5,1.0,1.0,0.75
0.2352941176470588,0.75,0.8636363636363636,0.7777777777777777,0.5,0.09836065573770493,1.0,1.0,0.75,1.0,0.3853982300884956,0.4622582657517155,1.0,1.0,0.6568313405699242,0.7248283855880602,0.6666666666666666,0.6666666666666666,0.8,0.8,1.0,0.75,1.0,1.0,0.75
0.0,0.75,0.13636363636363635,0.3333333333333333,0.5,0.918032786885246,0.0,0.2,0.25,0.25,0.3699115044247788,0.2607610729881472,0.5,1.0,0.5710726288853949,0.4908817744173311,0.3333333333333333,0.0,0.2,0.4,0.3333333333333333,0.5,1.0,1.0,0.75
0.588235294117647,0.25,0.6363636363636364,0.6666666666666665,0.5,0.049180327868852465,1.0,1.0,0.75,0.25,0.0,0.4288833437305053,1.0,1.0,0.6361258369895211,0.5468001158164282,0.6666666666666666,0.3333333333333333,0.6000000000000001,0.8,1.0,0.5,1.0,1.0,0.75
0.32352941176470584,0.25,0.2272727272727273,0.5555555555555556,0.5,0.9672131147540984,0.0,0.0,0.75,0.25,0.14115044247787611,0.2292576419213974,0.25,0.0,0.5388485189357572,0.6890145594837787,0.3333333333333333,0.3333333333333333,0.8,0.4,0.3333333333333333,0.5,0.3333333333333333,0.5,0.75
0.17647058823529413,0.25,0.2272727272727273,0.5555555555555556,0.75,0.18032786885245905,0.0,0.30000000000000004,0.5,0.25,0.0,0.2810355583281348,0.75,1.0,0.5205939559813593,0.4839863732270278,0.3333333333333333,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
0.588235294117647,0.75,0.9090909090909092,0.7777777777777777,0.5,0.16393442622950818,0.0,0.9,0.75,0.25,0.5123893805309735,0.4681846537741734,1.0,1.0,0.7065662431161734,0.6073491770061001,1.0,0.3333333333333333,1.0,0.8,1.0,0.5,1.0,1.0,0.75
0.058823529411764684,0.25,0.0,0.5555555555555556,0.5,0.9508196721311476,0.0,0.8,0.5,0.25,0.0,0.3156581409856519,0.5,1.0,0.4886727258317372,0.4200525863651179,0.3333333333333333,0.3333333333333333,0.8,0.4,0.3333333333333333,0.25,1.0,1.0,0.75
0.32352941176470584,0.75,0.3181818181818182,0.6666666666666665,0.25,0.6557377049180328,0.0,0.2,0.5,0.25,0.23141592920353984,0.2570180910792265,1.0,1.0,0.7139442293540186,0.8420404505677523,0.3333333333333333,0.6666666666666666,0.6000000000000001,0.6000000000000001,1.0,0.5,1.0,1.0,0.75
1.0,0.25,0.2272727272727273,0.4444444444444445,1.0,0.2459016393442623,0.0,0.2,0.75,0.25,0.0,0.1122894572676232,0.75,1.0,0.4972997014986546,0.6407763388273029,0.6666666666666666,0.3333333333333333,0.0,0.4,0.3333333333333333,0.5,1.0,0.0,0.75
0.2352941176470588,1.0,0.8181818181818182,0.6666666666666665,0.5,0.11475409836065575,0.0,1.0,0.75,0.25,0.3265486725663717,0.3296943231441048,1.0,1.0,0.5078512915939095,0.6644857617339763,0.6666666666666666,0.3333333333333333,0.6000000000000001,0.8,1.0,0.5,1.0,1.0,0.75
0.3529411764705882,0.75,0.6818181818181819,0.4444444444444445,0.5,0.5081967213114754,0.0,0.30000000000000004,0.5,0.75,0.21371681415929206,0.2841547099189021,0.75,1.0,0.4626551918423054,0.39768847258221296,0.3333333333333333,0.0,0.2,0.4,0.3333333333333333,0.5,1.0,1.0,0.75
0.0,0.75,0.8636363636363636,0.8888888888888888,0.5,0.06557377049180327,1.0,1.0,1.0,0.75,0.5575221238938053,0.5733000623830318,1.0,1.0,0.751734437936078,0.6461747877934663,1.0,0.3333333333333333,0.8,0.8,1.0,0.75,1.0,1.0,0.75
0.0,0.75,0.7272727272727273,0.5555555555555556,0.75,0.049180327868852465,1.0,0.5,0.5,0.25,0.3221238938053097,0.4042420461634436,1.0,1.0,0.7014884886636032,0.6029844482664329,0.6666666666666666,0.3333333333333333,0.8,0.4,0.3333333333333333,0.5,1.0,1.0,0.75
0.0,0.75,0.3636363636363637,0.4444444444444445,0.5,0.8360655737704918,1.0,0.8,0.5,0.25,0.5079646017699115,0.3580786026200873,0.5,1.0,0.544257474986384,0.4678320436800836,0.3333333333333333,0.0,0.2,0.8,0.3333333333333333,0.25,1.0,1.0,0.75
0.0,0.75,0.3636363636363637,0.4444444444444445,0.5,0.6065573770491803,0.0,0.5,0.5,0.25,0.1823008849557522,0.29631940112289457,0.5,1.0,0.4608029858088058,0.3960963560311441,0.3333333333333333,0.0,0.2,0.4,0.3333333333333333,0.25,1.0,1.0,0.75
0.2352941176470588,0.75,0.5,0.7777777777777777,0.5,0.21311475409836064,0.0,1.0,0.75,0.25,0.16814159292035394,0.2423580786026201,1.0,1.0,0.5111751481515272,0.6609333308866998,0.6666666666666666,0.3333333333333333,0.6000000000000001,0.8,0.6666666666666666,0.5,1.0,1.0,0.75
0.17647058823529413,0.75,0.18181818181818185,0.5555555555555556,0.75,0.9508196721311476,0.0,0.8,0.75,0.25,0.1327433628318584,0.3321896444167187,1.0,1.0,0.44425535551918216,0.6018274300188096,0.3333333333333333,0.3333333333333333,0.8,0.4,0.3333333333333333,0.5,1.0,1.0,0.75
0.0,0.75,0.6818181818181819,0.6666666666666665,0.5,0.016393442622950817,0.0,1.0,0.75,0.75,0.0,0.4104803493449782,1.0,1.0,0.6044633015446732,0.5195836799454705,0.6666666666666666,0.3333333333333333,0.8,0.8,1.0,0.5,1.0,1.0,1.0
0.0,0.75,0.5454545454545454,0.5555555555555556,0.625,0.6557377049180328,1.0,0.5,0.5,0.25,0.0,0.4497816593886463,0.5,1.0,0.6447697293779497,0.5542302201829883,0.3333333333333333,0.3333333333333333,0.6000000000000001,0.8,0.6666666666666666,0.5,1.0,1.0,0.75
0.0,0.75,0.3636363636363637,0.4444444444444445,0.625,0.049180327868852465,0.0,1.0,0.5,0.25,0.3247787610619469,0.33624454148471616,1.0,1.0,0.5165235264382217,0.4439925367832247,0.3333333333333333,0.3333333333333333,0.4,0.8,1.0,0.5,1.0,1.0,0.75
0.0,0.75,0.2727272727272727,0.3333333333333333,0.5,0.7704918032786886,0.0,1.0,0.5,0.25,0.4123893805309735,0.3243917654398004,0.5,1.0,0.5333723691669241,0.4584754403531029,0.0,0.0,0.2,0.8,0.6666666666666666,0.5,1.0,1.0,0.75
0.3529411764705882,0.75,0.5909090909090909,0.7777777777777777,0.5,0.13114754098360654,1.0,1.0,0.75,0.25,0.1561946902654867,0.1272613849033063,1.0,1.0,0.37332097230884775,0.5481376504974347,0.6666666666666666,0.3333333333333333,0.6000000000000001,1.0,1.0,0.5,1.0,1.0,0.75
0.2352941176470588,0.25,0.2272727272727273,0.6666666666666665,0.875,0.2950819672131148,0.0,0.5,0.5,0.25,0.0,0.203056768558952,0.75,1.0,0.3305696557129707,0.5400406932370125,0.3333333333333333,0.6666666666666666,0.8,0.4,0.3333333333333333,0.25,1.0,0.5,0.75
0.0,0.75,0.3636363636363637,0.4444444444444445,0.5,0.9344262295081968,0.0,0.5,0.5,0.25,0.15663716814159293,0.32938240798502805,0.5,1.0,0.5103465306379245,0.4386829237749171,0.3333333333333333,0.0,0.2,0.8,0.6666666666666666,0.25,1.0,1.0,0.75
0.0,0.75,0.9545454545454546,0.8888888888888888,0.5,0.049180327868852465,1.0,1.0,1.0,1.0,0.6933628318584071,0.5589519650655022,1.0,1.0,0.7405614311240574,0.6365707109527214,1.0,0.3333333333333333,0.8,0.8,1.0,0.75,1.0,1.0,0.75
0.588235294117647,0.25,0.4090909090909091,0.5555555555555556,0.5,0.14754098360655735,1.0,1.0,1.0,0.25,0.3969026548672566,0.3792888334373051,1.0,1.0,0.5696249284465216,0.4896373621931871,0.3333333333333333,0.0,0.2,0.8,0.3333333333333333,0.5,1.0,1.0,0.75
0.2941176470588235,0.25,0.2272727272727273,0.6666666666666665,0.75,0.9344262295081968,1.0,0.2,0.25,0.25,0.0,0.18590143480973176,1.0,1.0,0.4825317892860568,0.6301734315722038,0.6666666666666666,0.0,0.2,0.4,0.3333333333333333,0.5,1.0,0.0,0.75
0.2352941176470588,0.75,0.5909090909090909,0.6666666666666665,0.5,0.049180327868852465,0.0,1.0,0.75,0.75,0.0,0.2641921397379913,1.0,1.0,0.4102134104679904,0.6703334577524109,0.6666666666666666,0.3333333333333333,0.8,1.0,1.0,0.5,1.0,1.0,0.75
0.0,0.75,0.4545454545454546,0.5555555555555556,0.625,0.4918032786885246,0.0,0.7000000000000001,0.75,0.25,0.3393805309734513,0.3767935121646912,0.5,1.0,0.5667151859517112,0.4871362099986971,0.3333333333333333,0.3333333333333333,0.6000000000000001,0.8,0.6666666666666666,0.5,1.0,1.0,0.75
0.17647058823529413,0.75,0.3636363636363637,0.4444444444444445,0.5,0.819672131147541,0.0,0.30000000000000004,0.5,0.25,0.20353982300884954,0.272613849033063,0.5,1.0,0.4240463391244327,0.5751874831348167,0.3333333333333333,0.0,0.2,0.8,0.3333333333333333,0.25,1.0,1.0,0.75
0.17647058823529413,0.25,0.0,0.3333333333333333,0.875,0.06557377049180327,0.0,1.0,0.5,0.25,0.3252212389380531,0.248284466625078,0.75,1.0,0.3828375508887083,0.4698073210376594,0.6666666666666666,0.0,0.2,0.4,0.3333333333333333,0.25,1.0,0.0,0.75
0.0,0.75,0.3636363636363637,0.4444444444444445,0.5,0.9672131147540984,1.0,0.30000000000000004,0.0,0.0,0.0,0.0,0.75,1.0,0.5040817489218923,0.4332978518776605,0.3333333333333333,0.0,0.2,0.4,0.3333333333333333,0.5,1.0,1.0,0.75
0.058823529411764684,0.25,0.2272727272727273,0.4444444444444445,0.875,0.2295081967213115,0.0,0.30000000000000004,0.25,0.25,0.0,0.05926388022457892,0.75,1.0,0.4300576739233546,0.3696683458447669,0.3333333333333333,0.0,0.2,0.8,0.3333333333333333,0.25,1.0,1.0,0.75
0.4117647058823529,0.75,0.3636363636363637,0.4444444444444445,0.5,0.459016393442623,0.0,0.30000000000000004,0.75,1.0,0.4172566371681416,0.29413599500935744,0.5,1.0,0.4575427800220973,0.3932939531132025,0.3333333333333333,0.6666666666666666,0.6000000000000001,0.4,0.3333333333333333,0.5,1.0,1.0,0.75
0.2352941176470588,1.0,0.8181818181818182,0.6666666666666665,0.5,0.06557377049180327,0.0,1.0,0.75,0.25,0.17699115044247787,0.27011852776044915,0.75,1.0,0.41999275297588623,0.6314615569430764,0.6666666666666666,0.0,0.2,0.8,0.6666666666666666,0.5,1.0,1.0,0.75
0.2352941176470588,0.75,1.0,0.8888888888888888,0.5,0.19672131147540986,0.0,1.0,0.75,0.25,0.0,0.4344978165938865,1.0,1.0,0.6386128641077629,0.7774522435114771,0.6666666666666666,0.3333333333333333,0.6000000000000001,1.0,1.0,0.75,1.0,1.0,0.75
0.0,0.75,0.3636363636363637,0.4444444444444445,0.5,0.819672131147541,0.0,0.2,0.5,0.25,0.2017699115044248,0.2844666250779788,1.0,1.0,0.4428076550803084,0.3806279559845991,0.3333333333333333,0.0,0.2,0.8,0.6666666666666666,0.25,1.0,1.0,0.75
0.0,0.25,0.2272727272727273,0.4444444444444445,0.5,0.8688524590163935,0.0,0.8,0.0,0.0,0.0,0.0,0.75,1.0,0.4280629900338302,0.3679537583867711,0.3333333333333333,0.0,0.2,0.4,0.3333333333333333,0.25,1.0,1.0,0.75
